role,coverage,components,lines,bytes,score,path,root,title
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",97,5266,482,/Users/joshuaeisenhart/wiki/concepts/universal-q-product-form.md,wiki-concepts-current,Universal Q-Product Form — Cross-Program Invariant
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",179,9513,480,/Users/joshuaeisenhart/wiki/concepts/nominalist-translation-rules.md,wiki-concepts-current,Nominalist Translation Rules
part/support,content-scanned,"entropic_root,carrier,axes_engine",69,4120,474,/Users/joshuaeisenhart/wiki/concepts/jungian-functions-and-igt-explicit-math-geometry-map.md,wiki-concepts-current,Jungian Functions And IGT Explicit Math Geometry Map
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",183,7254,474,/Users/joshuaeisenhart/wiki/concepts/qit-engine-constraint-engineering-bridge.md,wiki-concepts-current,QIT Engine Constraint Engineering Bridge
part/support,content-scanned,"carrier,axes_engine,spacetime_gravity",199,6981,464,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_axis0_traj_corr_postinit.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,axes_engine,314,12424,456,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/validate_axis0_geometry_tiers.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",60,3453,456,/Users/joshuaeisenhart/wiki/concepts/ladders-fences-admission-reference.md,wiki-concepts-current,Ladders Fences Admission Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine",145,8936,452,/Users/joshuaeisenhart/wiki/concepts/qit-geometry-thermodynamics-harness-synthesis.md,wiki-concepts-current,QIT Geometry Thermodynamics Harness Synthesis
part/support,content-scanned,"entropic_root,carrier,axes_engine",137,15076,450,/Users/joshuaeisenhart/wiki/concepts/stochastic-thermodynamics-reference.md,wiki-concepts-current,Stochastic Thermodynamics Reference
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",219,7847,448,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_stage16_axis6_mix_sweep.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,carrier,axes_engine",158,5967,446,/Users/joshuaeisenhart/wiki/concepts/geometry-manifold-parity-audit.md,wiki-concepts-current,Geometry Manifold Parity Audit
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",115,14642,442,/Users/joshuaeisenhart/wiki/concepts/tool-capability-and-integration-ledger.md,wiki-concepts-current,Tool Capability and Integration Ledger
part/support,content-scanned,"constraint_root,carrier,axes_engine",100,4396,426,/Users/joshuaeisenhart/wiki/concepts/max-stack-probe-variants-status-router.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",75,6409,426,/Users/joshuaeisenhart/wiki/concepts/sim-estate-integration-index-router.md,wiki-concepts-current,Sim Estate Integration Index Router
part/support,content-scanned,"constraint_root,carrier,axes_engine,spacetime_gravity",349,10953,424,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a2_feed_high entropy doc/thread b 3.4.2 .txt,repo-a2-high-entropy,BOOT_ID: BOOTPACK_THREAD_B_v3.5.2
part/support,content-scanned,"constraint_root,carrier,axes_engine",119,8359,424,/Users/joshuaeisenhart/wiki/concepts/anti-reification-and-nominalism-reference.md,wiki-concepts-current,Anti Reification And Nominalism Reference
part/support,content-scanned,"carrier,axes_engine",105,5477,424,/Users/joshuaeisenhart/wiki/concepts/classical-baseline-vs-canonical-tool-boundary.md,wiki-concepts-current,Classical Baseline vs Canonical Tool Boundary
part/support,content-scanned,"constraint_root,carrier,axes_engine",149,8799,422,/Users/joshuaeisenhart/wiki/concepts/gerbe-g-tower-and-motives-packets.md,wiki-concepts-current,"Gerbe, G-Tower, and Motives Packets"
part/support,content-scanned,"direct_model,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",118,5844,418,/Users/joshuaeisenhart/wiki/concepts/current-canonical-spine.md,wiki-concepts-current,Current Canonical Spine
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",57,3091,418,/Users/joshuaeisenhart/wiki/concepts/entropy-sweep-protocol.md,wiki-concepts-current,Entropy Sweep Protocol
part/support,content-scanned,"constraint_root,carrier,axes_engine",114,6131,416,/Users/joshuaeisenhart/wiki/concepts/fiber-bundles-and-spin-geometry-reference.md,wiki-concepts-current,Fiber Bundles And Spin Geometry Reference
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",109,6236,416,/Users/joshuaeisenhart/wiki/concepts/operationalism-and-measurement-reference.md,wiki-concepts-current,Operationalism And Measurement Reference
part/support,content-scanned,"dark_sector,entropic_root,carrier,axes_engine",54,5075,411,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/NLM_PROMPT_BATCH_1.md,repo-a1-refined-fuel,NOTEBOOK LM: DEEP SYSTEM PROMPT BATCH
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",84,7093,410,/Users/joshuaeisenhart/wiki/concepts/quantum-information-measures.md,wiki-concepts-current,Quantum Information Measures
part/support,content-scanned,"constraint_root,carrier,axes_engine",92,4393,408,/Users/joshuaeisenhart/wiki/concepts/contact-structure-s3.md,wiki-concepts-current,Contact Structure on S3
part/support,content-scanned,"constraint_root,carrier,axes_engine",127,9260,408,/Users/joshuaeisenhart/wiki/concepts/topos-quantum-mechanics-reference.md,wiki-concepts-current,Topos Quantum Mechanics Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine",182,6715,406,/Users/joshuaeisenhart/wiki/concepts/operator-math-explicit.md,wiki-concepts-current,Operator Math Explicit
part/support,content-scanned,"entropic_root,axes_engine,spacetime_gravity",214,7090,404,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_axis12_topology4_channelfamily_suite_v2.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",155,16612,400,/Users/joshuaeisenhart/wiki/concepts/cross-field-research-intersection-map.md,wiki-concepts-current,Cross-Field Research Intersection Map
part/support,content-scanned,"direct_model,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",94,3479,398,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/PHYSICS_FUEL_DIGEST_v1.0.md,repo-a1-refined-fuel,PHYSICS_FUEL_DIGEST (Overlay-only) — v1.0
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",117,7244,398,/Users/joshuaeisenhart/wiki/concepts/leviathan-to-qit-engine-glossary.md,wiki-concepts-current,Leviathan to QIT Engine Glossary
part/support,content-scanned,"entropic_root,constraint_root,carrier",154,6994,396,/Users/joshuaeisenhart/wiki/concepts/property-fuzz-metamorphic-testing-support.md,wiki-concepts-current,type: concept
part/support,content-scanned,"constraint_root,carrier,axes_engine",155,10816,396,/Users/joshuaeisenhart/wiki/concepts/repo-tool-use-router.md,wiki-concepts-current,type: concept
part/support,content-scanned,"carrier,axes_engine,spacetime_gravity",81,5260,380,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/wizard-full-loop-xi-adversarial-audit-2026-06-06.hermes-verification.json,wiki-project-codex-ratchet,"""schema"": ""HERMES_WIZARD_FULL_LOOP_XI_ADVERSARIAL_AUDIT_VERIFICATION_v1"","
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",59,4221,378,/Users/joshuaeisenhart/wiki/concepts/_archive/11-mass-equivalence-engine.md,wiki-concepts-current,Mass Equivalence Engine
part/support,content-scanned,"carrier,axes_engine",137,6192,376,/Users/joshuaeisenhart/wiki/concepts/topology-carrier-tool-lane.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",71,3235,374,/Users/joshuaeisenhart/wiki/concepts/quaternion-and-spinor-carrier-foundations.md,wiki-concepts-current,Quaternion and Spinor Carrier Foundations
part/support,content-scanned,"constraint_root,carrier,axes_engine",31,2166,372,/Users/joshuaeisenhart/wiki/concepts/_archive/outdated-math-and-geometry-ladder.md,wiki-concepts-current,Outdated Math and Geometry Ladder
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",135,5395,370,/Users/joshuaeisenhart/wiki/concepts/smt-formal-falsifier-lane.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",122,10505,368,/Users/joshuaeisenhart/wiki/concepts/distinguishability-formal-reference.md,wiki-concepts-current,Distinguishability Formal Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine",121,6112,368,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/tier_b_clifford_pauli.md,wiki-project-codex-ratchet,last_updated: 2026-04-17T08:40:07Z
part/support,content-scanned,"carrier,axes_engine,spacetime_gravity",173,6031,366,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_ultra4_full_stack_postinit.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,carrier,axes_engine",107,2754,366,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_axis4_seq03_seq04_both_dirs.json,repo-a1-refined-fuel,"""SEQ03_fwd"": ["
part/support,content-scanned,"constraint_root,carrier,axes_engine",42,1574,362,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/CANON_GEOMETRY_CONSTRAINT_MANIFOLD_SPEC_v1.1.md,repo-a1-refined-fuel,CANON_GEOMETRY_CONSTRAINT_MANIFOLD_SPEC v1.0
part/support,content-scanned,"direct_model,axes_engine,spacetime_gravity",182,13646,358,/Users/joshuaeisenhart/wiki/concepts/legacy-psychology-personality.md,wiki-concepts-current,Legacy Psychology and Personality
part/support,content-scanned,"entropic_root,carrier,axes_engine",66,6284,354,/Users/joshuaeisenhart/wiki/concepts/density-matrix-mathematics.md,wiki-concepts-current,Density Matrix Mathematics
part/support,content-scanned,"constraint_root,carrier,axes_engine,spacetime_gravity",156,9509,354,/Users/joshuaeisenhart/wiki/concepts/mmm-formal-noun-and-great-sentence-reservoir.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",106,6026,354,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/referenced-theory-operational-geometry-correlation-2026-06-06.codex2-receipt.json,wiki-project-codex-ratchet,"""artifact_path"": ""/Users/joshuaeisenhart/wiki/projects/codex-ratchet/referenced-theory-operational-geometry-correlation-"
part/support,content-scanned,"constraint_root,carrier,axes_engine",83,6592,352,/Users/joshuaeisenhart/wiki/concepts/clifford-algebra-qit.md,wiki-concepts-current,Clifford Algebra Qit
part/support,content-scanned,"entropic_root,carrier,axes_engine",35,2955,350,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/NLM_AXIS_0_AND_4_PREP.md,repo-a1-refined-fuel,NLM AXIS 0 & AXIS 4/5 PREP DIGEST
part/support,content-scanned,"constraint_root,carrier,axes_engine",285,13864,348,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/_archive/harness_gate.md,wiki-project-codex-ratchet,Harness Gate Report
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",50,3724,346,/Users/joshuaeisenhart/wiki/concepts/cross-domain-equivalence-map.md,wiki-concepts-current,Cross Domain Equivalence Map
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",192,9009,346,/Users/joshuaeisenhart/wiki/concepts/wiki-as-harness-architecture.md,wiki-concepts-current,Wiki As Harness Architecture
part/support,content-scanned,"constraint_root,carrier,axes_engine",181,5947,342,/Users/joshuaeisenhart/wiki/concepts/harness-bias-inversions.md,wiki-concepts-current,Harness Bias Inversions
part/support,content-scanned,"carrier,axes_engine",67,5457,340,/Users/joshuaeisenhart/wiki/concepts/hopf-fibration-mathematics.md,wiki-concepts-current,Hopf Fibration Mathematics
part/support,content-scanned,"constraint_root,carrier,axes_engine",262,12951,332,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/_archive/harness_audit.md,wiki-project-codex-ratchet,Wiki Harness Audit Report
part/support,content-scanned,"constraint_root,carrier,axes_engine",98,7967,330,/Users/joshuaeisenhart/wiki/concepts/constraint-surface-translated.md,wiki-concepts-current,Constraint Surface Translated
part/support,content-scanned,"entropic_root,carrier,axes_engine",106,6842,328,/Users/joshuaeisenhart/wiki/concepts/sim-build-spine-and-wiki-maintenance.md,wiki-concepts-current,Sim Build Spine and Wiki Maintenance
part/support,content-scanned,"constraint_root,carrier,axes_engine",87,5662,326,/Users/joshuaeisenhart/wiki/concepts/geomstats-manifold-geometry-reference.md,wiki-concepts-current,Geomstats Manifold Geometry Reference
part/support,content-scanned,"entropic_root,carrier,axes_engine",69,3447,322,/Users/joshuaeisenhart/wiki/concepts/hopf-foliation-structure.md,wiki-concepts-current,Hopf Foliation Structure
part/support,content-scanned,"constraint_root,carrier,axes_engine",83,5291,320,/Users/joshuaeisenhart/wiki/concepts/attractor-basin-result-surface-ledger.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,axes_engine,spacetime_gravity",142,4179,318,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_axis0_mutual_info.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"dark_sector,entropic_root,constraint_root,axes_engine",201,6267,317,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/AXIS0_SPEC_OPTIONS_v0.1.md,repo-a1-refined-fuel,AXIS 0 — Correlation Response (Detailed Options for Sims)
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",43,2877,314,/Users/joshuaeisenhart/wiki/concepts/model-math-geometry-sim-plan.md,wiki-concepts-current,Model Math Geometry Sim Plan
part/support,content-scanned,"constraint_root,carrier,axes_engine",78,4745,306,/Users/joshuaeisenhart/wiki/concepts/deflation-map-2026-06-04.md,wiki-concepts-current,Deflation Map — 2026-06-04
part/support,content-scanned,"entropic_root,carrier,axes_engine",94,1670,304,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_axis12_channel_realization_suite.json,repo-a1-refined-fuel,"""axis12_edges"": {"
part/support,content-scanned,"entropic_root,constraint_root,axes_engine",96,6357,302,/Users/joshuaeisenhart/wiki/concepts/arxiv-2603-21852-eml-operator.md,wiki-concepts-current,"""arXiv:2603.21852 — EML Operator"""
part/support,content-scanned,"direct_model,constraint_root,carrier,axes_engine",138,8375,302,/Users/joshuaeisenhart/wiki/concepts/concurrency-and-trace-theory-reference.md,wiki-concepts-current,Concurrency And Trace Theory Reference
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",50,2728,294,/Users/joshuaeisenhart/wiki/concepts/_archive/07-model-math-geometry-sim-plan.md,wiki-concepts-current,Model Math Geometry Sim Plan
part/support,content-scanned,"constraint_root,carrier,axes_engine",31,1641,290,/Users/joshuaeisenhart/wiki/concepts/_archive/formal-constraints-and-geometry-.md,wiki-concepts-current,Formal Constraints And Geometry Copy 2
part/support,content-scanned,"entropic_root,axes_engine,spacetime_gravity",138,4421,284,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_terrain8_sign_suite.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,carrier,axes_engine",122,6385,284,/Users/joshuaeisenhart/wiki/concepts/exceptional-lie-group-series.md,wiki-concepts-current,"Exceptional Lie Group Series (G2, F4, E6, E7, E8)"
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",77,8134,284,/Users/joshuaeisenhart/wiki/concepts/qit-vocabulary-discipline-reference.md,wiki-concepts-current,QIT Vocabulary Discipline Reference
part/support,content-scanned,"entropic_root,carrier,axes_engine",58,3803,280,/Users/joshuaeisenhart/wiki/concepts/v5-content-gap-analysis.md,wiki-concepts-current,V5 Content Gap Analysis
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",48,3319,276,/Users/joshuaeisenhart/wiki/concepts/tier-status.md,wiki-concepts-current,Tier Status (2026-04-05 Snapshot)
part/support,content-scanned,"direct_model,constraint_root,carrier,axes_engine",31,2401,272,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/SIM_CATALOG_AXIS_DISCOVERY.md,repo-a1-refined-fuel,SIM CATALOG: AXIS DISCOVERY (0-12)
part/support,content-scanned,"carrier,axes_engine",61,3064,272,/Users/joshuaeisenhart/wiki/concepts/engine-math-reference.md,wiki-concepts-current,Engine Math Reference
part/support,content-scanned,"direct_model,entropic_root,carrier,axes_engine,spacetime_gravity",52,4323,272,/Users/joshuaeisenhart/wiki/concepts/quantum-computing-applications.md,wiki-concepts-current,Quantum Computing Applications
part/support,content-scanned,"entropic_root,carrier,axes_engine",106,6434,270,/Users/joshuaeisenhart/wiki/concepts/actual-lego-registry.md,wiki-concepts-current,Actual Lego Registry
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",50,2684,268,/Users/joshuaeisenhart/wiki/concepts/_archive/09-research-inventory-and-foundations.md,wiki-concepts-current,Research Inventory And Foundations
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",94,6962,268,/Users/joshuaeisenhart/wiki/concepts/system-architecture-reference.md,wiki-concepts-current,System Architecture Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine,spacetime_gravity",76,3248,268,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/holodeck-fep-igt-axis0-research-matrix-2026-06-06.hermes-verification.json,wiki-project-codex-ratchet,"""verifier"": ""Hermes controller"","
part/support,content-scanned,"entropic_root,constraint_root,carrier,spacetime_gravity",89,2871,266,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/prove_foundation.py,repo-a1-refined-fuel,import numpy as np
part/support,content-scanned,"direct_model,dark_sector,constraint_root,carrier,axes_engine,spacetime_gravity",46,4076,265,/Users/joshuaeisenhart/wiki/concepts/CLAIM_CEILING_POLICY.md,wiki-concepts-current,Claim Ceiling Policy
part/support,content-scanned,"constraint_root,carrier,axes_engine",50,2389,262,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/b_hopf_deep_prompt.md,wiki-project-codex-ratchet,"Archived worker prompt from 2026-04-17. Do not execute directly; commit,"
part/support,content-scanned,"entropic_root,carrier,axes_engine",50,3695,260,/Users/joshuaeisenhart/wiki/concepts/schmidt-decomposition-bipartite.md,wiki-concepts-current,Schmidt Decomposition Bipartite
part/support,content-scanned,"dark_sector,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",161,5584,259,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/AXIS0_SPEC_OPTIONS_v0.3.md,repo-a1-refined-fuel,AXIS0_SPEC_OPTIONS v0.3
part/support,content-scanned,"dark_sector,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",161,5584,259,/Users/joshuaeisenhart/Codex-Ratchet/system_v5/READ ONLY Reference Docs/Older Legacy/AXIS0_SPEC_OPTIONS_v0.3 copy.md,repo-older-legacy,AXIS0_SPEC_OPTIONS v0.3
part/support,content-scanned,"carrier,axes_engine",68,9596,258,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/STATUS.md,wiki-project-codex-ratchet,last_updated: 2026-06-05
part/support,content-scanned,"cosmology,dark_sector,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",53,3339,254,/Users/joshuaeisenhart/wiki/concepts/audit-platonic-residue-and-gaps.md,wiki-concepts-current,Audit Platonic Residue And Gaps
part/support,content-scanned,"direct_model,constraint_root,carrier,axes_engine",24,1604,252,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/AXIS3_HYPOTHESES.md,repo-a1-refined-fuel,Codex-Ratchet: Axis-3 Hypotheses & Physical Semantics
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",64,4272,250,/Users/joshuaeisenhart/wiki/concepts/current-preaxis-status-and-ordering-note.md,wiki-concepts-current,Current Preaxis Status And Ordering Note
part/support,content-scanned,"entropic_root,constraint_root,axes_engine",31,1621,248,/Users/joshuaeisenhart/wiki/concepts/_archive/axis-0-rough-and-drifty-not-canon.md,wiki-concepts-current,Axis 0 Rough and Drifty Not Canon
part/support,content-scanned,"entropic_root,constraint_root,axes_engine",31,1630,248,/Users/joshuaeisenhart/wiki/concepts/_archive/axis-0-rough-and-drifty.-not-canon.md,wiki-concepts-current,Axis 0 Rough and Drifty Not Canon
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",102,5940,248,/Users/joshuaeisenhart/wiki/concepts/lego-build-catalog.md,wiki-concepts-current,Lego Build Catalog
part/support,content-scanned,"carrier,axes_engine",67,4173,246,/Users/joshuaeisenhart/wiki/concepts/cl3-cl6-result-family.md,wiki-concepts-current,Cl(3) / Cl(6) Result Family
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",200,13307,244,/Users/joshuaeisenhart/wiki/concepts/leviathan-science-method-qit-engine-crosswalk.md,wiki-concepts-current,Leviathan Science Method and QIT Engine Crosswalk
part/support,content-scanned,"carrier,axes_engine",381,11155,242,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_axis0_negsagb_stress.json,repo-a1-refined-fuel,"""best"": {"
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",40,2803,242,/Users/joshuaeisenhart/wiki/concepts/research-inventory-and-foundational-findings.md,wiki-concepts-current,Research Inventory And Foundational Findings
part/support,content-scanned,"constraint_root,carrier,axes_engine,spacetime_gravity",84,5988,240,/Users/joshuaeisenhart/wiki/concepts/qit-ai-foundations-bridge.md,wiki-concepts-current,QIT AI Foundations Bridge
part/support,content-scanned,"constraint_root,carrier,axes_engine",80,5555,238,/Users/joshuaeisenhart/wiki/concepts/qit-engine-doctrine.md,wiki-concepts-current,QIT Engine Doctrine
part/support,content-scanned,"entropic_root,carrier,axes_engine",36,2836,236,/Users/joshuaeisenhart/wiki/concepts/engine-64-schedule-atlas.md,wiki-concepts-current,Engine 64 Schedule Atlas
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",88,7131,236,/Users/joshuaeisenhart/wiki/concepts/information-geometry-reference.md,wiki-concepts-current,Information Geometry Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine",143,8043,234,/Users/joshuaeisenhart/wiki/concepts/pytorch-distributed-training-reference.md,wiki-concepts-current,PyTorch Distributed Training Reference
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",108,4017,232,/Users/joshuaeisenhart/wiki/concepts/negative-sims-and-kill-tests-support.md,wiki-concepts-current,type: concept
part/support,content-scanned,"carrier,axes_engine",53,2578,232,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/tier_a_spawn_plan.md,wiki-project-codex-ratchet,Tier A spawn plan
part/support,content-scanned,"carrier,axes_engine",40,2301,230,/Users/joshuaeisenhart/wiki/concepts/_archive/taijitu-probe-reconciliation-card-copy.md,wiki-concepts-current,Taijitu Probe Reconciliation Card Copy
part/support,content-scanned,"constraint_root,carrier,axes_engine,spacetime_gravity",66,4823,230,/Users/joshuaeisenhart/wiki/concepts/manifold-wizard-operation-router.md,wiki-concepts-current,Manifold Wizard Operation Router
part/support,content-scanned,"constraint_root,carrier,axes_engine",58,3033,230,/Users/joshuaeisenhart/wiki/concepts/platonic-nominalism.md,wiki-concepts-current,Platonic Nominalism
part/support,content-scanned,"constraint_root,axes_engine,spacetime_gravity",29,1864,228,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/AXES_0_12_MASTER.md,repo-a1-refined-fuel,AXES 0-12 MASTER PROTOCOL
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",157,11956,228,/Users/joshuaeisenhart/wiki/concepts/grandmaster-of-the-universe.md,wiki-concepts-current,The Grandmaster of the Universe
part/support,content-scanned,"direct_model,entropic_root,carrier,axes_engine,spacetime_gravity",47,3982,226,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/DEEP_RESEARCH_PROMPT_v4_WORLD_MODELS.md,repo-a1-refined-fuel,Codex Ratchet Deep Research Prompt: World Models & Rival ToE Retooling
part/support,content-scanned,entropic_root,79,1833,224,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_S_SIM_AXIS12_TOPOLOGY4_TERRAIN8_SUITE_V1.json,repo-a1-refined-fuel,"""Ne_sign-1_DOWN"": {"
part/support,content-scanned,carrier,55,2471,224,/Users/joshuaeisenhart/wiki/concepts/fiber-bundles-and-spin-geometry.md,wiki-concepts-current,Fiber Bundles and Spin Geometry
part/support,content-scanned,"direct_model,entropic_root,carrier,axes_engine",96,6009,222,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/DEEP_RESEARCH_PROMPT_BANK.md,repo-a1-refined-fuel,Codex Ratchet: Deep Research Prompt Bank
part/support,content-scanned,"entropic_root,constraint_root,axes_engine",50,2064,222,/Users/joshuaeisenhart/wiki/concepts/constraint-geometry-axis0-separation.md,wiki-concepts-current,Constraint Geometry Axis0 Separation
part/support,content-scanned,"entropic_root,carrier,axes_engine",53,4352,222,/Users/joshuaeisenhart/wiki/concepts/spectral-decomposition-theory.md,wiki-concepts-current,Spectral Decomposition Theory
part/support,content-scanned,"entropic_root,carrier,axes_engine",98,6547,218,/Users/joshuaeisenhart/wiki/concepts/pytorch-geometric-reference.md,wiki-concepts-current,Pytorch Geometric Reference
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",67,2788,216,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/holodeck-fep-igt-axis0-deep-content-correlation-2026-06-06.hermes-verification.json,wiki-project-codex-ratchet,"""verifier"": ""Hermes controller"","
part/support,content-scanned,"entropic_root,carrier,axes_engine",63,1477,214,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_axis4_seq01_both_dirs.json,repo-a1-refined-fuel,"""axis3_sign"": 1,"
part/support,content-scanned,"entropic_root,carrier,axes_engine",63,1476,214,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_axis4_seq02_both_dirs.json,repo-a1-refined-fuel,"""axis3_sign"": 1,"
part/support,content-scanned,"carrier,axes_engine",51,3938,214,/Users/joshuaeisenhart/wiki/concepts/svd-and-low-rank-approximation.md,wiki-concepts-current,SVD and Low Rank Approximation
